Sample	Title	Tissue	Ecotype	Genotype	Treatment	Project	TotalReads	UniqelyMappedRate	Unnamed: 9
GSM3290601	Col_Highlight_8min_Local Leaf_rep_1	leaves	Col-0	wild type	Highlight	PRJNA481720	23657231	0.892	
GSM3290602	Col_Highlight_8min_Systemic Leaf_rep_1	leaves	Col-0	wild type	Highlight	PRJNA481720	20130726	0.8973	
GSM3290619	rbohd_Control_0min_Local Leaf_rep_1	leaves	Col-0	rbohd mutant	--	PRJNA481720	12054374	0.9145	
GSM3290620	rbohd_Control_0min_Systemic Leaf_rep_1	leaves	Col-0	rbohd mutant	--	PRJNA481720	14054873	0.8974	
GSM3290621	rbohd_Highlight_2min_Local Leaf_rep_1	leaves	Col-0	rbohd mutant	--	PRJNA481720	12405581	0.9183	
GSM3290622	rbohd_Highlight_2min_Systemic Leaf_rep_1	leaves	Col-0	rbohd mutant	--	PRJNA481720	13084969	0.9103	
GSM3290623	rbohd_Highlight_4min_Local Leaf_rep_1	leaves	Col-0	rbohd mutant	--	PRJNA481720	12950978	0.9114	
GSM3290624	rbohd_Highlight_4min_Systemic Leaf_rep_1	leaves	Col-0	rbohd mutant	--	PRJNA481720	12637592	0.9125	
GSM3290625	rbohd_Highlight_8min_Local Leaf_rep_1	leaves	Col-0	rbohd mutant	--	PRJNA481720	12924188	0.9167	
GSM3290626	rbohd_Highlight_8min_Systemic Leaf_rep_1	leaves	Col-0	rbohd mutant	--	PRJNA481720	13236269	0.9109	
GSM3290643	Col_0min_H2O_seedling_rep1	seedlings	Col-0	wild type	Mock	PRJNA481719	16077394	0.8364	
GSM3290644	Col_2min_H2O2_seedling_rep1	seedlings	Col-0	wild type	H2O2 2min	PRJNA481719	14534637	0.7974	
GSM3290645	Col_4min_H2O2_seedling_rep1	seedlings	Col-0	wild type	H2O2 4min	PRJNA481719	14620278	0.8253	
GSM3290646	Col_8min_H2O2_seedling_rep1	seedlings	Col-0	wild type	H2O2 8min	PRJNA481719	15379110	0.8068	
GSM3290655	Col_H2O_Control_Local Leaf_rep1	leaves	Col-0	wild type	Mock	PRJNA481718	15199090	0.8557	
GSM3290656	Col_H2O_Control_Systemic Leaf_rep1	leaves	Col-0	wild type	Mock	PRJNA481718	13766758	0.8547	
GSM3290657	Col_H2O_Highlight 8min_Local Leaf_rep1	leaves	Col-0	wild type	Highlight	PRJNA481718	14744964	0.8408	
GSM3290658	Col_H2O_Highlight 8min_Systemic Leaf_rep1	leaves	Col-0	wild type	Highlight	PRJNA481718	13920903	0.8578	
GSM3290659	Col_DPI_Control_Local Leaf_rep1	leaves	Col-0	wild type	Mock	PRJNA481718	12986577	0.859	
GSM3290660	Col_DPI_Control_Systemic Leaf_rep1	leaves	Col-0	wild type	Mock	PRJNA481718	14664051	0.8644	
GSM3290661	Col_DPI_Highlight 8min_Local Leaf_rep1	leaves	Col-0	wild type	Highlight	PRJNA481718	11182294	0.8617	
GSM3290662	Col_DPI_Highlight 8min_Systemic Leaf_rep1	leaves	Col-0	wild type	Highlight	PRJNA481718	14684422	0.8611	
GSM3317932	Col-0_RNAseq_rep1	leaves	Col-0	wild type	--	PRJNA484219	29650422	0.8154	
GSM3317934	adcp1-1_RNAseq_rep1	leaves	Col-0	adcp1-1 mutant	--	PRJNA484219	37092755	0.7978	
GSM3325830	Col-0 endosperm 7 DAP rep 1	endosperm	Col-0	Col-0	--	PRJNA485348	40369489	0.7838	
GSM3325836	hdg3-1 Col-0 endosperm 7 DAP rep 1	endosperm	Col-0	hdg3-1 Col-0 mutant	--	PRJNA485348	39822210	0.7783	
GSM3335932	WT flg22 Rep1	seedlings	Col-0	wild type	Hlg22	PRJNA486344	56095009	0.7862	
GSM3370069	Col-0 Heat AM Rep 1	whole plant	Col-0	--	Heat	PRJNA488799	27155344	0.8868	
GSM3370073	Col-0 Heat PM Rep 1	whole plant	Col-0	--	Heat	PRJNA488799	48538597	0.8556	
GSM3389881	ACT1HR1	seedlings	Col-0	wild type	Mock	PRJNA490893	22730925	0.9447	
GSM3389884	ACT6HR1	seedlings	Col-0	wild type	Mock	PRJNA490893	25204402	0.9379	
GSM3389887	ACT24HR1	seedlings	Col-0	wild type	Mock	PRJNA490893	21451831	0.9433	
GSM3389890	AGN1HR1	seedlings	Col-0	wild type	AGN 1h	PRJNA490893	24048099	0.9388	
GSM3389893	AGN6HR1	seedlings	Col-0	wild type	AGN 6h	PRJNA490893	29019084	0.9417	
GSM3389896	AGN24HR1	seedlings	Col-0	wild type	AGN 24h	PRJNA490893	29385882	0.9422	
GSM3400581	Col_0_4h_rep1	leaves	Col-0	wild type	wounding 4h	PRJNA493021	42575355	0.7307	
GSM3408800	cold_0d_poly(A)+ rep2	seedlings	Col-0	Wild type	Mock	PRJNA494179	52388527	0.8163	
GSM3408803	cold_20d_poly(A)+ rep2	seedlings	Col-0	Wild type	cold 20d	PRJNA494179	47297995	0.8203	
GSM3408808	ABA_0h_poly(A)+ rep2	seedlings	Col-0	Wild type	Mock	PRJNA494179	50398645	0.7514	
GSM3408813	ABA_2h_poly(A)+ rep2	seedlings	Col-0	Wild type	ABA 2h	PRJNA494179	50711222	0.7164	
GSM3408818	ABA_4h_poly(A)+ rep2	seedlings	Col-0	Wild type	ABA 4h	PRJNA494179	49354731	0.7886	
GSM3408823	ABA_6h_poly(A)+ rep2	seedlings	Col-0	Wild type	ABA 6h	PRJNA494179	45573428	0.7967	
GSM3408828	ABA_8h_poly(A)+ rep2	seedlings	Col-0	Wild type	ABA 8h	PRJNA494179	50916079	0.8002	
GSM3408831	drought_0h_poly(A)+ rep2	seedlings	Col-0	Wild type	Mock	PRJNA494179	43304945	0.8348	
GSM3408834	drought_2h_poly(A)+ rep2	seedlings	Col-0	Wild type	drought 2h	PRJNA494179	37346192	0.8762	
GSM3408837	drought_4h_poly(A)+ rep2	seedlings	Col-0	Wild type	drought 4h	PRJNA494179	51957261	0.8608	
GSM3408840	drought_6h_poly(A)+ rep2	seedlings	Col-0	Wild type	drought 6h	PRJNA494179	46207467	0.8619	
GSM3408843	drought_8h_poly(A)+ rep2	seedlings	Col-0	Wild type	drought 8h	PRJNA494179	45948908	0.8641	
GSM3408856	inflorescence_poly(A)+ rep2	inflorescence	Col-0	Wild type	--	PRJNA494179	49145012	0.8735	
GSM3408859	leaf_poly(A)+ rep2	leaves	Col-0	Wild type	--	PRJNA494179	52299856	0.8753	
GSM3426997	mRNA WT na?ve + triggered rep 1	leaves	Col-0	Wild type	excess-light	PRJNA495850	33054919	0.9209	
GSM3427003	mRNA WT primed + triggered rep 1	leaves	Col-0	Wild type	excess-light*	PRJNA495850	23980416	0.8854	
GSM3433627	C48C1	seedlings	Col-0	wild type	Mock	PRJNA497220	58616925	0.89	
GSM3433630	P48C1	seedlings	Col-0	pif4-2 mutant	Mock	PRJNA497220	56925065	0.9166	
GSM3433633	H48C1	seedlings	Col-0	hda9-1 mutant	Mock	PRJNA497220	48876624	0.9263	
GSM3433636	C48HT1	seedlings	Col-0	wild type	heat27	PRJNA497220	34707108	0.8558	
GSM3433639	P48HT1	seedlings	Col-0	pif4-2 mutant	heat27	PRJNA497220	50923303	0.917	
GSM3433642	H48HT1	seedlings	Col-0	hda9-1 mutant	heat27	PRJNA497220	41515476	0.8812	
GSM3433648	P07C1	seedlings	Col-0	pif4-2 mutant	Mock	PRJNA497220	57075652	0.9056	
GSM3433651	H07C1	seedlings	Col-0	hda9-1 mutant	Mock	PRJNA497220	48974401	0.92	
GSM3433654	C07HT1	seedlings	Col-0	wild type	heat27	PRJNA497220	38148601	0.7338	
GSM3433657	P07HT1	seedlings	Col-0	pif4-2 mutant	heat27	PRJNA497220	57251792	0.9143	
GSM3433660	H07HT1	seedlings	Col-0	hda9-1 mutant	heat27	PRJNA497220	58099516	0.9227	
GSM3484754	Root RNA seq Lib 1	root	Col-0	expressing INTACT	--	PRJNA506260	41266818	0.9066	
GSM3490689	WT_rep1	root	Col-0	wild type	--	PRJNA507252	189337914	0.8427	
GSM3504391	WT C1	seedlings	Col-0	wild type	Mock	PRJNA508784	24859877	0.898	
GSM3504394	WT V1	seedlings	Col-0	wild type	vernalized 4 week	PRJNA508784	25093213	0.9464	
GSM3566801	RNAseq_T2_SunTag_VP64_nog_2_for_g4_rep1	leaves	Col-0	SunTag_VP64_nog	--	PRJNA515610	15653280	0.9078	
GSM3566815	RNAseq_T2_SunTag_VP64_g4_3_rep1	leaves	Col-0	SunTag_VP64_g4	--	PRJNA515610	15345501	0.9021	
GSM3566822	RNAseq_T2_22aa_SunTag_VP64_nog_1_rep1	leaves	Col-0	22aa_SunTag_VP64_nog	--	PRJNA515610	18330345	0.9129	
GSM3566829	RNAseq_T2_22aa_SunTag_VP64_g4_g17_1_rep1	leaves	Col-0	22aa_SunTag_VP64_g4_g17	--	PRJNA515610	15959136	0.9005	
GSM3566832	RNAseq_T2_22aa_SunTag_VP64_g4_g17_2_rep1	leaves	Col-0	22aa_SunTag_VP64_g4_g17	--	PRJNA515610	17955783	0.9063	
GSM3566836	RNAseq_T2_22aa_SunTag_VP64_g4_g17_3_rep1	leaves	Col-0	22aa_SunTag_VP64_g4_g17	--	PRJNA515610	17595875	0.9148	
GSM3566846	RNAseq_T2_SunTag_VP64_EVD_3_rep1	leaves	Col-0	SunTag_VP64_EVD	--	PRJNA515610	16381150	0.8717	
GSM3566849	RNAseq_T2_SunTag_VP64_EVD_9_rep1	leaves	Col-0	SunTag_VP64_EVD	--	PRJNA515610	11791241	0.8708	
GSM3566852	RNAseq_T2_SunTag_VP64_EVD_10_rep1	leaves	Col-0	SunTag_VP64_EVD	--	PRJNA515610	15965708	0.8634	
GSM3566867	RNAseq_T2_22aa_SunTag_NtDRMcd_g4_10_g18_2_minus_rep1	leaves	Col-0	22aa_SunTag_NtDRMcd_g4_10_g18_minus	--	PRJNA515610	15566341	0.8225	
GSM3573039	Mock1	whole plant	Col-0	--	Mock	PRJNA515943	37598165	0.9457	
GSM3573045	MeJA1	whole plant	Col-0	--	MeJA	PRJNA515943	40749450	0.942	
GSM3639336	Col-0_0h_rep 1	seedlings	Col-0	wild type	Mock	PRJNA525452	18576537	0.9287	
GSM3639339	Col-0_3h_rep1	seedlings	Col-0	wild type	cold 3h	PRJNA525452	14901747	0.9228	
GSM3639342	Col-0_24h_rep1	seedlings	Col-0	wild type	cold 24h	PRJNA525452	9797234	0.934	
GSM3639345	pkl-1_0h_rep1	seedlings	Col-0	pk1-1	4 C Hor 0 h	PRJNA525452	15592308	0.8998	
GSM3639348	pkl-1_3h_rep1	seedlings	Col-0	pk1-1	4 C Hor 3 h	PRJNA525452	13762854	0.902	
GSM3639351	pkl-1_24h_rep1	seedlings	Col-0	pk1-1	4 C Hor 24 h	PRJNA525452	19410516	0.8898	
SRX2578612	skip-1 replicate3	seedlings	Col-0	skip-1	--	PRJNA374393	15301002	0.9468	
SRX2578615	mac3 replicate3	seedlings	Col-0	mac3	--	PRJNA374393	14230001	0.947	
SRX2578618	Col-0 replicate3	seedlings	Col-0	--	--	PRJNA374393	15654214	0.9481	
SRX2768410	wt stamens rep.1	stamen	Col-0	wild type	--	PRJNA383483	43146383	0.9266	
SRX2768412	wt stamens rep.2	stamen	Col-0	wild type	--	PRJNA383483	40394593	0.9329	
SRX2768414	arf8-7 stamens rep.1	stamen	Col-0	arf8-7	--	PRJNA383483	46551426	0.9187	
SRX2768416	arf8-7 stamens rep.2	stamen	Col-0	arf8-7	--	PRJNA383483	45921384	0.9243	
SRX3041159	A14-1	seedlings	Col-0	--	--	PRJNA395944	22046525	0.8945	
SRX3041204	A12-2	seedlings	Col-0	--	--	PRJNA395944	24354803	0.8729	
SRX3041205	drirD-2	seedlings	Col-0	--	--	PRJNA395944	18574174	0.9377	
SRX3178390	sac3a-3 mutant	seedlings	Col-0	sac3a-3 mutant	--	PRJNA401366	31865347	0.9661	
SRX3178394	prp4a-1 kinase mutant	seedlings	Col-0	prp4a-1 kinase mutant	--	PRJNA401366	30924571	0.9683	
SRX3178396	wild type	seedlings	Col-0	wild type	--	PRJNA401366	31295837	0.9677	
SRX3182102	agb1-BL rep2	seedlings	Col-0	agb1-2 mutant	--	PRJNA407036	20532712	0.8914	
SRX3182104	WT-BL rep2	seedlings	Col-0	wild type	--	PRJNA407036	26533328	0.8815	
SRX3182106	cry1 cry2-BL rep2	seedlings	Col-0	cry1 cry2 double mutant	--	PRJNA407036	21223340	0.9047	
SRX3182108	hy5-BL rep2	seedlings	Col-0	hy5 mutant	--	PRJNA407036	27645119	0.88	
SRX3259643	wt_lowLight	aerial seedling	Col-0	wild type	low light intensity	PRJNA412712	23850782	0.9638	
SRX3300484	RNA WT Roots Control Rep1	root	Col-0	wild type	Mock	PRJNA415015	16415292	0.8975	
SRX3300485	RNA WT Roots BA Rep1	root	Col-0	wild type	BA	PRJNA415015	18218719	0.8861	
SRX3300500	RNA WT Shoots BA Rep3	shoot	Col-0	wild type	BA	PRJNA415015	17800638	0.886	
SRX3300501	RNA WT Shoots Control Rep3	shoot	Col-0	wild type	Mock	PRJNA415015	26553302	0.8854	
SRX3323679	ibm1-3_HL48_r1	leaves	Col-0	--	high light oH 50000 lux Hor 48h	PRJNA415344	23571211	0.8901	
SRX3457846	Col-0 CLE26	cotyledon	Col-0	Col-0	CLE26	PRJNA421666	58180646	0.8588	
SRX3457848	Col-0 mock	cotyledon	Col-0	Col-0	Mock	PRJNA421666	59166439	0.8355	
SRX3457850	Col-0 CLE45	cotyledon	Col-0	Col-0	CLE45	PRJNA421666	67643255	0.8552	
SRX3460580	RNA-Seq analysis of esr3-2 mutant Arabidopsis thaliana 12-day-old seedlings rep3	seedlings	Col-0	--	--	PRJNA421838	21564360	0.9754	
SRX3460581	RNA-Seq analysis of wild-type (JC66) Arabidopsis thaliana 12-day-old seedlings rep1	seedlings	Col-0	--	--	PRJNA421838	25743861	0.9684	
SRX3627483	Col-0 replicate=biological replicate 3	seed	Col-0	wild type	2 umol ABA	PRJNA432106	26239243	0.9131	
SRX3627486	spy-3 replicate=biological replicate 3	seed	Col-0	spy-3	2 umol ABA	PRJNA432106	24443904	0.9437	
SRX3646508	FtsHi5-RNAi rep2	leaves	Col-0	--	--	PRJNA432123	20601997	0.8372	
SRX3646510	WT rep2	leaves	Col-0	wild type	--	PRJNA432123	24258586	0.8417	
SRX365738	rd26ko-1	whole plant	Col-0	rd26ko	--	PRJNA223275	15182950	0.8792	
SRX3742577	WT	seedlings	Col-0	wild type	--	PRJNA435953	22516864	0.9761	
SRX3744331	drmy1_30D_flower_rep_2	flower	Col-0	--	--	PRJNA435845	20600522	0.7348	
SRX3744333	drmy1_15D_leaf_rep_3	leaves	Col-0	--	--	PRJNA435845	19156340	0.7295	
SRX3744339	Col_15D_leaf_rep_1	leaves	Col-0	--	--	PRJNA435845	18669397	0.7471	
SRX3778406	siz1-2 Rep2	seedlings	Col-0	siz1-2	Mock	PRJNA437617	24827150	0.8542	
SRX3778407	Col-0 Rep2	seedlings	Col-0	wild type	Mock	PRJNA437617	22297581	0.8765	
SRX3778408	siz1-2 +HS Rep2	seedlings	Col-0	siz1-2	heat	PRJNA437617	23845743	0.8808	
SRX3778409	Col-0 +HS Rep2	seedlings	Col-0	wild type	heat	PRJNA437617	29093704	0.8475	
SRX3807348	PSR2_4 weeks	leaves	Col-0	PSR2-5	--	PRJNA438701	30937643	0.8474	
SRX3807352	WT_4 weeks	leaves	Col-0	Col	--	PRJNA438701	22558281	0.8521	
SRX3823232	ANT-1	leaves	Col-0	--	--	PRJNA439197	12969695	0.8909	
SRX3873883	8CS4	sepal	Col-0	--	--	PRJNA448456	30236199	0.9012	
SRX3873884	4CS5	sepal	Col-0	--	--	PRJNA448456	31645798	0.9017	
SRX3873888	2CS2	sepal	Col-0	--	--	PRJNA448456	33982478	0.8974	
SRX3964265	Col-0-2	seedlings	Col-0	Col-0	--	PRJNA450889	32916557	0.8839	
SRX3964267	35S-1	seedlings	Col-0	35S:EMB2261 expressed in emb2261-2	--	PRJNA450889	30488604	0.8847	
SRX3964269	ABI3-2	seedlings	Col-0	ABI3:EMB2261 expressed in emb2261-2	--	PRJNA450889	36939454	0.8783	
SRX4079875	pPTL_S_R2	shoot	Col-0	--	--	PRJNA471232	18773454	0.9378	
SRX4093033	Col_FR_24hai_3	seed	Col-0	--	Mock	PRJNA471797	16749808	0.7341	
SRX4093034	Col_FR_R_24hai_1	seed	Col-0	--	HR_R light VS HR	PRJNA471797	22553178	0.7668	
SRX4120852	Col-3h-3	aerial seedling	Col-0	--	dehydration 3h	PRJNA472448	21918066	0.9459	
SRX4120863	Col-0h-4	aerial seedling	Col-0	--	Mock	PRJNA472448	20117469	0.9372	
SRX4130381	WT_touch-30min-rep3	shoot	Col-0	wild type	touch 30min	PRJNA473032	22635373	0.9373	
SRX4130393	WT_touch-3	shoot	Col-0	wild type	touch	PRJNA473032	21081577	0.9054	
SRX4130395	WT_touch-24h30-rep3	shoot	Col-0	wild type	touch 24h30	PRJNA473032	32398567	0.936	
SRX4130398	WT_touch-12h30-rep3	shoot	Col-0	wild type	touch 12h30	PRJNA473032	23592957	0.9263	
SRX4130416	WT_cont-1	shoot	Col-0	wild type	Mock	PRJNA473032	13120277	0.8634	
SRX4183546	B-cry1-2	Inflorescence stem	Col-0	cry1	--	PRJNA475200	24070308	0.9192	
SRX4183548	B-WT-3	Inflorescence stem	Col-0	wild type	--	PRJNA475200	23900659	0.9179	
SRX4393094	M50_1	seedlings	Col-0	--	Melatonin	PRJNA481217	23450938	0.9029	
SRX4393096	M10_2	seedlings	Col-0	--	Melatonin	PRJNA481217	23494599	0.8984	
SRX4393098	ck_3	seedlings	Col-0	--	Mock	PRJNA481217	23468667	0.9007	
SRX4393103	S10_1	seedlings	Col-0	--	Serotonin	PRJNA481217	23414713	0.9023	
SRX4393104	S50_3	seedlings	Col-0	--	Serotonin	PRJNA481217	24052597	0.8968	
SRX4403054	49SR_3	seedlings	Col-0	--	--	PRJNA481647	24096300	0.9066	
SRX4403055	col_2	seedlings	Col-0	--	--	PRJNA481647	23462486	0.8986	
SRX4403057	49oe_1	seedlings	Col-0	--	--	PRJNA481647	24099912	0.8983	
SRX4459342	abi5_ABA rep1	leaves	Col-0	abi5	treated with 100 ¦ÌM ABA Hor 4 h	PRJNA453845	24310081	0.8813	
SRX4459343	abi5 rep3	leaves	Col-0	abi5	no treatment	PRJNA453845	34191921	0.8296	
SRX4459346	xiw1_ABA rep3	leaves	Col-0	xiw1	treated with 100 ¦ÌM ABA Hor 4 h	PRJNA453845	25634472	0.8443	
SRX4459352	Col-0_ABA rep3	leaves	Col-0	Col-0	ABA	PRJNA453845	25077399	0.8847	
SRX4459354	xiw1 rep2	leaves	Col-0	xiw1	Mock	PRJNA453845	30298728	0.8403	
SRX4459356	Col-0 rep2	leaves	Col-0	Col-0	Mock	PRJNA453845	26275824	0.8047	
SRX4590754	Col0-1	anther	Col-0	--	--	PRJNA482567	11395349	0.9022	
SRX4590756	bam3-1	anther	Col-0	bam3	--	PRJNA482567	11322470	0.9291	
SRX4641268	NPA-1	collet	Col-0	--	NPA	PRJNA489360	81842255	0.8678	
SRX4641270	Anchorene-2	collet	Col-0	--	Anchorene	PRJNA489360	84288775	0.8279	
SRX4641272	Mock-3	collet	Col-0	--	Mock	PRJNA489360	79969376	0.8434	
SRX4702156	WT-D3	shoot	Col-0	wild type	--	PRJNA490074	24899211	0.9307	
SRX4702157	WT-N2	shoot	Col-0	wild type	--	PRJNA490074	27466064	0.9242	
SRX4702161	WT-CK1	shoot	Col-0	wild type	--	PRJNA490074	29780481	0.8477	
SRX4727332	Col_wt_1	flower receptacles	Col-0	wild type	--	PRJNA430092	54960838	0.9267	
SRX4727335	serk1-1_1	flower receptacles	Col-0	serk1-1	--	PRJNA430092	47627253	0.9247	
SRX4727338	serk1-L326F_1	flower receptacles	Col-0	serk1-1	--	PRJNA430092	48680585	0.9199	
SRX4733729	AtEC8_S2	shoot	Col-0	--	VOC	PRJNA492842	32068845	0.8735	
SRX4733731	AtTSA_S2	shoot	Col-0	--	Mock	PRJNA492842	20285112	0.8816	
SRX4733741	AtEC8_R2	root	Col-0	--	VOC	PRJNA492842	25917806	0.8413	
SRX4803499	OxP2K1 mock replicate 6	seedlings	Col-0	OxP2K1	mock	PRJNA494862	25994983	0.8855	
SRX4803500	OxP2K1 ATP replicate 1	seedlings	Col-0	OxP2K1	500 uM ATP	PRJNA494862	25017440	0.8505	
SRX4803503	dorn1 ATP replicate 4	seedlings	Col-0	dorn1-3	500 uM ATP	PRJNA494862	33239612	0.8871	
SRX4803506	dorn1 mock replicate 4	seedlings	Col-0	dorn1-3	mock	PRJNA494862	23167190	0.888	
SRX4803509	coi1 ATP replicate 4	seedlings	Col-0	coi1-30	500 uM ATP	PRJNA494862	22837474	0.8699	
SRX4803513	ein2 mock replicate 2	seedlings	Col-0	ein2-1	mock	PRJNA494862	21196173	0.8909	
SRX4803519	npr1 mock replicate 6	seedlings	Col-0	npr1-3	mock	PRJNA494862	19893126	0.8949	
SRX4803521	npr1 ATP replicate 6	seedlings	Col-0	npr1-3	500 uM ATP	PRJNA494862	26861884	0.8945	
SRX4803526	Col-0 ATP replicate 3	seedlings	Col-0	Col-0	ATP	PRJNA494862	21112511	0.8979	
SRX4803529	Col-0 mock replicate 3	seedlings	Col-0	Col-0	Mock	PRJNA494862	19032450	0.8959	
SRX4803546	coi1 mock replicate 1	seedlings	Col-0	coi1-30	mock	PRJNA494862	26637086	0.8676	
SRX4803552	ein2 ATP replicate 3	seedlings	Col-0	ein2-1	500 uM ATP	PRJNA494862	22673953	0.8949	
SRX5006594	col_L3	seed	Col-0	wild type	--	PRJNA489162	23107015	0.9258	
SRX5112494	Arabidopsis thaliana RNAseq (ATS1-OE and WT)	leaves	Col-0	--	--	PRJNA509083	23211043	0.9535	
SRX5137605	DMSO_6h_2_BGISEQ500 PE75	seedlings	Col-0	--	Mock	PRJNA434180	33895931	0.9524	
SRX5137608	DMSO_6h_3_BGISEQ500 PE100	seedlings	Col-0	--	Mock	PRJNA434180	19800247	0.9536	
SRX5137609	ABA_6h_1_BGISEQ500 PE100	seedlings	Col-0	--	ABA 6h	PRJNA434180	22353640	0.965	
SRX5167930	bbx30bbx31_2	seedlings	Col-0	--	--	PRJNA510885	31712794	0.9103	
SRX5167932	col_1	seedlings	Col-0	--	--	PRJNA510885	19909745	0.9098	
SRX5371759	Cotyledons_cold3	cotyledon	Col-0	--	3 hours oH cold treatment	PRJNA411947	18822675	0.8101	
SRX5371760	Cotyledons_cold27	cotyledon	Col-0	--	27 hours oH cold treatment	PRJNA411947	21990135	0.8618	
SRX5371762	Hypocotyl_control	hypocotyl	Col-0	--	--	PRJNA411947	21680219	0.7676	
SRX5371764	Hypocotyl_cold3	hypocotyl	Col-0	--	--	PRJNA411947	20939955	0.8074	
SRX5371768	Flower_control	flower	Col-0	--	--	PRJNA411947	18930653	0.8576	
SRX5371770	Seeds_cold27	seed	Col-0	--	--	PRJNA411947	24075817	0.7589	
SRX5371774	Hypocotyl_cold27	hypocotyl	Col-0	--	--	PRJNA411947	21497670	0.8477	
SRX5371778	Leaf_cold3	leaves	Col-0	--	--	PRJNA411947	19772481	0.7944	
SRX5371780	Seeds_cold3	seed	Col-0	--	--	PRJNA411947	30399955	0.8356	
SRX5371782	Young_flower_cold3	flower	Col-0	--	--	PRJNA411947	18572480	0.851	
SRX5371788	Flower_cold3	flower	Col-0	--	--	PRJNA411947	25762356	0.8924	
SRX5371792	Cotyledons_control	cotyledon	Col-0	--	Mock	PRJNA411947	17652866	0.8579	
SRX5507266	LPAT2 overexpression line linear embryo 3 days after flowering	seed	Col-0	--	--	PRJNA526597	23326900	0.7747	
SRX5507267	FAD3 and LPAT2 co-expression line late curved embryo 7 days after flowering	seed	Col-0	--	--	PRJNA526597	23591498	0.7912	
SRX5507270	FAD3 and LPAT2 co-expression line early curved embryo 5 days after flowering	seed	Col-0	--	--	PRJNA526597	22374896	0.7721	
SRX5507273	FAD3 and LPAT2 co-expression line linear embryo 3 days after flowering	seed	Col-0	--	--	PRJNA526597	26611855	0.7573	
SRX5507274	LPAT2 overexpression line early curved embryo 5 days after flowering	seed	Col-0	--	--	PRJNA526597	30511948	0.801	
SRX5507277	LPAT2 overexpression line late curved embryo 7 days after flowering	seed	Col-0	--	--	PRJNA526597	26528627	0.8059	
SRX5507278	wild type linear embryo 3 days after flowering	seed	Col-0	--	--	PRJNA526597	29779809	0.7828	
SRX5507281	wild type early curved embryo 5 days after flowering	seed	Col-0	--	--	PRJNA526597	26907121	0.7486	
SRX5507284	wild type late curved embryo 7 days after flowering	seed	Col-0	--	--	PRJNA526597	27807967	0.7441	
SRX5507294	FAD3 overexpression line early curved embryo 5 days after flowering	seed	Col-0	--	--	PRJNA526597	27705182	0.7479	
SRX5507296	FAD3 overexpression line linear embryo 3 days after flowering	seed	Col-0	--	--	PRJNA526597	23588615	0.7779	
SRX5507298	FAD3 overexpression line late curved embryo 7 days after flowering	seed	Col-0	--	--	PRJNA526597	28289129	0.7293	
DRX093713	WT_DMSO_1	--	Col-0	wild type	control	PRJDB6172	18199998	0.8605	
DRX093716	WT_PHA_1	--	Col-0	wild type	PHA	PRJDB6172	19646185	0.8375	
DRX139778	yokamoto03	shoot	Col-0	wild type	--	PRJDB7349	12559347	0.8276	
DRX139779	yokamoto04	shoot	Col-0	NR-null mutant	--	PRJDB7349	13602560	0.8652	
DRX139780	yokamoto07	root	Col-0	wild type	--	PRJDB7349	13369305	0.855	
DRX139781	yokamoto08	root	Col-0	NR-null mutant	--	PRJDB7349	15081713	0.8628	
DRX159847	Col_003mMB_1	1cm long root tips	Col-0	wild type	0.03mM_boric_acid	PRJDB8007	14926553	0.8976	
DRX159851	Col_3mMB_1	1cm long root tips	Col-0	wild type	3mM_boric_acid	PRJDB8007	13665409	0.8866	
DRX159855	rpt5a_003mMB_1	1cm long root tips	Col-0	rpt5a mutant	0.03mM_boric_acid	PRJDB8007	13934579	0.8977	
DRX159859	rpt5a_3mMB_1	1cm long root tips	Col-0	rpt5a mutant	3mM_boric_acid	PRJDB8007	12226913	0.8982	
DRX168568	control Col-0 rep1	Shoot	Col-0	wild type	normal Ca	PRJDB8283	12777223	0.932	
DRX168570	control lcs3 rep1	Shoot	Col-0	lcs3	normal Ca	PRJDB8283	14103009	0.9522	
DRX168572	low Ca Col-0 rep1	Shoot	Col-0	wild type	low Ca	PRJDB8283	14394341	0.9439	
DRX168574	low Ca lcs3 rep1	Shoot	Col-0	lcs3	low Ca	PRJDB8283	15961601	0.9492	
DRX174604	WT_NT_1	12day seedlings	Col-0	wild type	untreated	PRJDB8521	12158043	0.8404	
DRX174605	WT_dry5h_1	12day seedlings	Col-0	wild type	dehydration 5h*	PRJDB8521	10076100	0.7791	
DRX174606	raf_dry5h_1	12day seedlings	Col-0	raf18/20/24	dehydration 5h*	PRJDB8521	11063318	0.8353	
DRX174607	srk2abgh_dry5h_1	12day seedlings	Col-0	srk2abgh	dehydration 5h*	PRJDB8521	11186402	0.8244	
DRX176874	Col-0d_moc_1	--	Col-0	--	0day mock	PRJDB6319	33140691	0.7268	
DRX176877	Col-1d_moc_1	--	Col-0	--	1day mock	PRJDB6319	32144087	0.7161	
DRX176880	Col-3d_moc_1	--	Col-0	--	3day mock	PRJDB6319	28750790	0.7278	
DRX176884	Col-5d_moc_2	--	Col-0	--	5day mock	PRJDB6319	32855500	0.7095	
DRX176886	Col-1d_KDB_1	--	Col-0	--	1day KDB	PRJDB6319	32601496	0.7418	
DRX176889	Col-3d_KDB_1	--	Col-0	--	3day KDB	PRJDB6319	36091075	0.793	
DRX178607	hise1_MT_R01	leaf	Col-0	hise1-3*	--	PRJDB8535	54532041	0.9128	
