Sample,Title,Tissue,Ecotype,Genotype,Treatment,Project,TotalReads,UniqelyMappedRate,
SRX2511111,Shoots from 6-day-old Arabidopsis seedlings transferred and co-cultivated with P. aeruginosa (strain PAO-JP1). Evaluated at 6 h once the interaction was established,shoot,Col-0,--,Shoots collected at 6h aHter PAO-JP1 strain inoculation.,PRJNA361001,9422484,0.9545,
SRX2511112,Shoots from 6-day-old Arabidopsis seedlings transferred and co-cultivated with P. aeruginosa (strain PAO-JP1). Evaluated at 12 h once the interaction was established,shoot,Col-0,--,Shoots collected at 12h aHter PAO-JP1 strain inoculation.,PRJNA361001,7967760,0.9473,
SRX2511113,Shoots from 6-day-old Arabidopsis seedlings transferred and co-cultivated with P. aeruginosa (strain PAO-JP1). Evaluated at 24 h once the interaction was established,shoot,Col-0,--,Shoots collected at 24h aHter PAO-JP1 strain inoculation.,PRJNA361001,7448918,0.9519,
SRX2513460,Wild-type 1,whole plant,Col-0,wild type,--,PRJNA363063,29137232,0.8941,
SRX2513461,Wild-type 2,whole plant,Col-0,wild type,--,PRJNA363063,26173690,0.9026,
SRX2513462,trm4b-4 1,whole plant,Col-0,tm4b-4,--,PRJNA363063,24159617,0.8974,
SRX2513463,trm4b-4 2,whole plant,Col-0,tm4b-4,--,PRJNA363063,25379765,0.9045,
SRX2520745,py_rosette_10uM_thiamin_r3,rosette leaf,Col-0,py mutant,10 microM thiamin,PRJNA368967,13575323,0.8919,
SRX2520746,py_rosette_10uM_thiamin_r2,rosette leaf,Col-0,py mutant,10 microM thiamin,PRJNA368967,12215705,0.8968,
SRX2520747,tz_rosette_10uM_thiamin_r3,rosette leaf,Col-0,tz mutant,10 microM thiamin,PRJNA368967,16067332,0.8918,
SRX2520748,tz_rosette_10uM_thiamin_r2,rosette leaf,Col-0,tz mutant,10 microM thiamin,PRJNA368967,11971305,0.8899,
SRX2520749,Col_rosette_10uM_thiamin_3,rosette leaf,Col-0,wild type,10 microM thiamin,PRJNA368967,15109877,0.8906,
SRX2520750,Col_rosette_10uM_thiamin_2,rosette leaf,Col-0,wild type,10 microM thiamin,PRJNA368967,12757315,0.8895,
SRX2520751,py_rosette_30nM_thiamin_r3,rosette leaf,Col-0,py mutant,30 nM thiamin,PRJNA368967,13086518,0.8915,
SRX2520752,py_rosette_30nM_thiamin_r2,rosette leaf,Col-0,py mutant,30 nM thiamin,PRJNA368967,13142201,0.8927,
SRX2520753,tz_rosette_30nM_thiamin_r3,rosette leaf,Col-0,tz mutant,30 nM thiamin,PRJNA368967,11465728,0.8977,
SRX2520754,tz_rosette_30nM_thiamin_r2,rosette leaf,Col-0,tz mutant,30 nM thiamin,PRJNA368967,13498159,0.8975,
SRX2520755,Col_rosette_30nM_thiamin_r3,rosette leaf,Col-0,wild type,30 nM thiamin,PRJNA368967,9659261,0.9127,
SRX2520756,Col_rosette_30nM_thiamin_r2,rosette leaf,Col-0,wild type,30 nM thiamin,PRJNA368967,12159223,0.909,
SRX2520757,Col_rosette_no_thiamin_r3,rosette leaf,Col-0,wild type,Mock,PRJNA368967,9950842,0.9112,
SRX2520758,Col_rosette_no_thiamin_r2,rosette leaf,Col-0,wild type,Mock,PRJNA368967,11865709,0.9094,
SRX2520759,py_root_30nM_thiamin_r3,root,Col-0,py mutant,30 nM thiamin,PRJNA368967,14826915,0.8109,
SRX2520760,py_root_30nM_thiamin_r2,root,Col-0,py mutant,30 nM thiamin,PRJNA368967,10983939,0.8052,
SRX2520761,tz_root_30nM_thiamin_r3,root,Col-0,tz mutant,30 nM thiamin,PRJNA368967,19428119,0.8113,
SRX2520762,tz_root_30nM_thiamin_r2,root,Col-0,tz mutant,30 nM thiamin,PRJNA368967,16740073,0.8093,
SRX2520763,Col_root_30nM_thiamin_r3,root,Col-0,wild type,30 nM thiamin,PRJNA368967,16605888,0.81,
SRX2520764,Col_root_30nM_thiamin_r2,root,Col-0,wild type,30 nM thiamin,PRJNA368967,15430928,0.8141,
SRX2520765,Col_root_no_thiamin_r3,root,Col-0,wild type,Mock,PRJNA368967,15224698,0.8114,
SRX2520766,Col_root_no_thiamin_r2,root,Col-0,wild type,Mock,PRJNA368967,16984757,0.818,
SRX2520767,py_rosette_10uM_thiamin_r1,rosette leaf,Col-0,py mutant,10 microM thiamin,PRJNA368967,15263045,0.8224,
SRX2520768,tz_rosette_10uM_thiamin_r1,rosette leaf,Col-0,tz mutant,10 microM thiamin,PRJNA368967,12302733,0.8885,
SRX2520769,Col_rosette_10uM_thiamin_r1,rosette leaf,Col-0,wild type,10 microM thiamin,PRJNA368967,12545154,0.8912,
SRX2520770,py_rosette_30nM_thiamin_r1,rosette leaf,Col-0,py mutant,30 nM thiamin,PRJNA368967,12569999,0.8948,
SRX2520771,tz_rosette_30nM_thiamin_r1,rosette leaf,Col-0,tz mutant,30 nM thiamin,PRJNA368967,14309223,0.8969,
SRX2520772,Col_rosette_30nM_thiamin_r1,rosette leaf,Col-0,wild type,30 nM thiamin,PRJNA368967,9489743,0.9072,
SRX2520773,Col_rosette_no_thiamin_r1,rosette leaf,Col-0,wild type,Mock,PRJNA368967,12161378,0.9074,
SRX2520774,py_root_30nM_thiamin_r1,root,Col-0,py mutant,30 nM thiamin,PRJNA368967,13942580,0.8054,
SRX2520775,tz_root_30nM_thiamin_r1,root,Col-0,tz mutant,30 nM thiamin,PRJNA368967,17368856,0.8051,
SRX2520776,Col_root_30nM_thiamin_r1,root,Col-0,wild type,30 nM thiamin,PRJNA368967,16588517,0.8129,
SRX2520777,Col_root_no_thiamin_r1,root,Col-0,wild type,Mock,PRJNA368967,17063999,0.8242,
SRX2520778,Th2_Mutant_r3,aerial seedling,Landsberg erecta,thiamin dependent 2 (th2),--,PRJNA368967,14166258,0.8416,
SRX2520779,Th2_Mutant_r2,aerial seedling,Landsberg erecta,thiamin dependent 2 (th2),--,PRJNA368967,11567776,0.8358,
SRX2520780,Th2_Mutant_r1,aerial seedling,Landsberg erecta,thiamin dependent 2 (th2),--,PRJNA368967,11299741,0.8457,
SRX2520781,Th2_WT_r3,aerial seedling,Landsberg erecta,wild type,--,PRJNA368967,11623114,0.8354,
SRX2520782,Th2_WT_r2,aerial seedling,Landsberg erecta,wild type,--,PRJNA368967,10018908,0.8346,
SRX2520783,Th2_WT_r1,aerial seedling,Landsberg erecta,wild type,--,PRJNA368967,11386682,0.837,
SRX2522763,leaf_transcriptome_col_rep2,leaves,Col-0,wild type,--,PRJNA369070,35586241,0.6182,
SRX2522764,leaf_transcriptome_col_rep1,leaves,Col-0,wild type,--,PRJNA369070,10986360,0.8901,
SRX2522765,meocyte_transcriptome_col_rep2,meiocytes,Col-0,wild type,--,PRJNA369070,11486481,0.915,
SRX2522766,meocyte_transcriptome_col_rep1,meiocytes,Col-0,wild type,--,PRJNA369070,9731505,0.6235,
SRX2529374,mock1,inflorescence,Col-0,--,Mock,PRJNA369328,83337626,0.9107,
SRX2529375,mock2,inflorescence,Col-0,--,Mock,PRJNA369328,36969114,0.9165,
SRX2529376,mock3,inflorescence,Col-0,--,Mock,PRJNA369328,66692834,0.908,
SRX2529377,dex1,inflorescence,Col-0,--,dex,PRJNA369328,64596376,0.8835,
SRX2529378,dex2,inflorescence,Col-0,--,dex,PRJNA369328,55299627,0.9186,
SRX2529379,dex3,inflorescence,Col-0,--,dex,PRJNA369328,31589348,0.9152,
SRX2529380,cyc-mock1,inflorescence,Col-0,--,Mock,PRJNA369329,22331678,0.9212,
SRX2529381,cyc-mock2,inflorescence,Col-0,--,Mock,PRJNA369329,37122033,0.9168,
SRX2529382,cyc-mock3,inflorescence,Col-0,--,Mock,PRJNA369329,41150808,0.9174,
SRX2529383,cyc-dex1,inflorescence,Col-0,--,dex,PRJNA369329,38665896,0.9179,
SRX2529384,cyc-dex2,inflorescence,Col-0,--,dex,PRJNA369329,43607896,0.9202,
SRX2529385,cyc-dex3,inflorescence,Col-0,--,dex,PRJNA369329,34871565,0.9099,
SRX2529390,mock1,inflorescence,Col-0,--,Mock,PRJNA369327,30891060,0.7967,
SRX2529391,mock2,inflorescence,Col-0,--,Mock,PRJNA369327,30646459,0.7974,
SRX2529392,mock3,inflorescence,Col-0,--,Mock,PRJNA369327,31452038,0.7988,
SRX2529393,dex1,inflorescence,Col-0,dex,dex,PRJNA369327,32764498,0.7945,
SRX2529395,dex3,inflorescence,Col-0,dex,dex,PRJNA369327,31698007,0.7909,
SRX2530449,Dark4,cultured  cell,Col-0,--,Dark,PRJNA369429,18566047,0.7168,
SRX2530450,Dark3,cultured  cell,Col-0,--,Dark,PRJNA369429,19964596,0.7301,
SRX2530451,Dark2,cultured  cell,Col-0,--,Dark,PRJNA369429,20880515,0.7121,
SRX2530452,Dark1,cultured  cell,Col-0,--,Dark,PRJNA369429,19404318,0.721,
SRX2530453,Light4,cultured  cell,Col-0,--,Mock,PRJNA369429,11130575,0.7496,
SRX2530454,Light3,cultured  cell,Col-0,--,Mock,PRJNA369429,15020398,0.7311,
SRX2530455,Light2,cultured  cell,Col-0,--,Mock,PRJNA369429,21098766,0.73,
SRX2530456,Light1,cultured  cell,Col-0,--,Mock,PRJNA369429,23088109,0.7217,
SRX2538583,fis1 pkr2_6D_replicate_3,seed,Landsberg erecta,fis1 pkr2 mutant,--,PRJNA362721,14376175,0.562,
SRX2538584,fis1 pkr2_6D_replicate_2,seed,Landsberg erecta,fis1 pkr2 mutant,--,PRJNA362721,14652476,0.6381,
SRX2538585,fis1 pkr2_6D_replicate_1,seed,Landsberg erecta,fis1 pkr2 mutant,--,PRJNA362721,12233002,0.6045,
SRX2538586,pkr2_6D_replicate_3,seed,Landsberg erecta,pkr2 mutant,--,PRJNA362721,11326519,0.6656,
SRX2538587,pkr2_6D_replicate_2,seed,Landsberg erecta,pkr2 mutant,--,PRJNA362721,18061046,0.5934,
SRX2538588,pkr2_6D_replicate_1,seed,Landsberg erecta,pkr2 mutant,--,PRJNA362721,14908244,0.5849,
SRX2538589,fis1_6D_replicate_3,seed,Landsberg erecta,fis1 mutant,--,PRJNA362721,13071051,0.5968,
SRX2538590,fis1_6D_replicate_2,seed,Landsberg erecta,fis1 mutant,--,PRJNA362721,13128873,0.6423,
SRX2538591,fis1_6D_replicate_1,seed,Landsberg erecta,fis1 mutant,--,PRJNA362721,14218252,0.5297,
SRX2538592,Ler_6D_replicate_3,seed,Landsberg erecta,wild type,--,PRJNA362721,7532965,0.6541,
SRX2538593,Ler_6D_replicate_2,seed,Landsberg erecta,wild type,--,PRJNA362721,14160204,0.5833,
SRX2538594,Ler_6D_replicate_1,seed,Landsberg erecta,wild type,--,PRJNA362721,8097800,0.6075,
SRX2538595,fis1 pkr2-2_3D_replicate_3,seed,Landsberg erecta,fis1 pkr2 mutant,--,PRJNA362721,12360713,0.4892,
SRX2538596,fis1 pkr2-2_3D_replicate_2,seed,Landsberg erecta,fis1 pkr2 mutant,--,PRJNA362721,9492465,0.5152,
SRX2538597,fis1 pkr2-2_3D_replicate_1,seed,Landsberg erecta,fis1 pkr2 mutant,--,PRJNA362721,9277619,0.5252,
SRX2538598,pkr2-2_3D_replicate_3,seed,Landsberg erecta,pkr2 mutant,--,PRJNA362721,9091721,0.557,
SRX2538599,pkr2-2_3D_replicate_2,seed,Landsberg erecta,pkr2 mutant,--,PRJNA362721,14341794,0.5354,
SRX2538600,pkr2-2_3D_replicate_1,seed,Landsberg erecta,pkr2 mutant,--,PRJNA362721,11489780,0.5588,
SRX2538601,fis1_3D_replicate_3,seed,Landsberg erecta,fis1 mutant,--,PRJNA362721,12022654,0.5217,
SRX2538602,fis1_3D_replicate_2,seed,Landsberg erecta,fis1 mutant,--,PRJNA362721,13395312,0.5409,
SRX2538603,fis1_3D_replicate_1,seed,Landsberg erecta,fis1 mutant,--,PRJNA362721,12305639,0.5242,
SRX2538604,Ler_3D_replicate_3,seed,Landsberg erecta,wild type,--,PRJNA362721,11473962,0.5147,
SRX2538605,Ler_3D_replicate_2,seed,Landsberg erecta,wild type,--,PRJNA362721,12886973,0.5132,
SRX2538606,Ler_3D_replicate_1,seed,Landsberg erecta,wild type,--,PRJNA362721,11948922,0.5503,
SRX2541291,lefko1,seed,Col-0,lefko1,--,PRJNA371493,23465105,0.7621,
SRX2541292,wild type,seed,Col-0,wild type,--,PRJNA371493,24187155,0.3192,
SRX2542551,Col0-1,anther,Col-0,wild type,--,PRJNA371597,11395349,0.9022,
SRX2542552,Col0-2,anther,Col-0,wild type,--,PRJNA371597,11454628,0.9031,
SRX2542553,C24-1,anther,C24,wild type,--,PRJNA371597,11626715,0.8404,
SRX2542554,C24-2,anther,C24,wild type,--,PRJNA371597,9802382,0.8378,
SRX2542555,DN-1,anther,DN,CLE19::DNCLE19,--,PRJNA371597,9706140,0.9124,
SRX2542556,DN-2,anther,DN,CLE19::DNCLE19,--,PRJNA371597,10688481,0.9139,
SRX2542557,OX-1,anther,OX,35S::CLE19,--,PRJNA371597,11103963,0.8953,
SRX2542558,OX-2,anther,OX,35S::CLE19,--,PRJNA371597,11420850,0.8828,
SRX2546890,wt dry seed,seed,Col-0,wild type,--,PRJNA373835,27932978,0.8066,
SRX2546891,wt 0 DAI,seed,Col-0,wild type,--,PRJNA373835,28108920,0.8481,
SRX2546892,wt 1 1DAI,seed,Col-0,wild type,--,PRJNA373835,28978620,0.8546,
SRX2546893,wt 2 DAI,seed,Col-0,wild type,--,PRJNA373835,31955936,0.8195,
SRX2549220,ABA_48h_3,seedlings,Col-0,ABA,ABA 48h,PRJNA371677,22646997,0.9011,
SRX2549221,ABA_48h_2,seedlings,Col-0,ABA,ABA 48h,PRJNA371677,22997154,0.9249,
SRX2549223,Con_48h_3,seedlings,Col-0,Con,Mock,PRJNA371677,23236586,0.8842,
SRX2549224,Con_48h_2,seedlings,Col-0,Con,Mock,PRJNA371677,22341009,0.8907,
SRX2549225,Con_48h_1,seedlings,Col-0,Con,Mock,PRJNA371677,22108222,0.8903,
SRX2549226,ABA_6h_3,seedlings,Col-0,ABA,ABA 6h,PRJNA371677,22920384,0.9277,
SRX2549227,ABA_6h_2,seedlings,Col-0,ABA,ABA 6h,PRJNA371677,23800029,0.9378,
SRX2549228,ABA_6h_1,seedlings,Col-0,ABA,ABA 6h,PRJNA371677,22394263,0.9362,
SRX2549229,Con_6h_3,seedlings,Col-0,Con,Mock,PRJNA371677,22706884,0.9305,
SRX2549230,Con_6h_2,seedlings,Col-0,Con,Mock,PRJNA371677,23248571,0.9421,
SRX2549231,Con_6h_1,seedlings,Col-0,Con,Mock,PRJNA371677,23754541,0.9414,
SRX2551013,Ler x Col,endosperm,Ler X Col,Ler female x Col male,--,PRJNA374044,12759914,0.8104,
SRX2551014,Ler x Col,endosperm,Ler X Col,Ler female x Col male,--,PRJNA374044,27360042,0.8658,
SRX2551018,nrpd1a-4 (Ler) x nrpd1a-4 (Col),endosperm,Ler X Col,nrpd1a-4 (Ler) female x nrpd1a-4 (Col) male,--,PRJNA374044,11796084,0.8869,
SRX2551019,nrpd1a-4 (Ler) x nrpd1a-4 (Col),endosperm,Ler X Col,nrpd1a-4 (Ler) female x nrpd1a-4 (Col) male,--,PRJNA374044,11956338,0.8608,
SRX2551020,nrpd1a-4 (Ler) x nrpd1a-4 (Col),endosperm,Ler X Col,nrpd1a-4 (Ler) female x nrpd1a-4 (Col) male,--,PRJNA374044,30025685,0.8757,
SRX255194,C1,seedlings,Col-0,--,Mock,PRJNA194426,52743730,0.8705,
SRX255195,C2,seedlings,Col-0,--,Mock,PRJNA194426,55476950,0.4714,
SRX255196,C3,seedlings,Col-0,--,Mock,PRJNA194426,58334761,0.7457,
SRX255197,BA1,seedlings,Col-0,--,benzyladenine,PRJNA194426,15374126,0.9278,
SRX255198,BA2,seedlings,Col-0,--,benzyladenine,PRJNA194426,30497543,0.7193,
SRX255199,BA3,seedlings,Col-0,--,benzyladenine,PRJNA194426,55595089,0.9041,
SRX2563428,RNA-seq_TK_17c_0min,seedlings,TK,wild type,--,PRJNA374742,17739247,0.8376,
SRX2563429,RNA-seq_TK_17c_15min,seedlings,TK,wild type,--,PRJNA374742,9610438,0.87,
SRX2563430,RNA-seq_TK_17c_1hr,seedlings,TK,wild type,--,PRJNA374742,10962703,0.7981,
SRX2563431,RNA-seq_TK_17c_4hr,seedlings,TK,wild type,--,PRJNA374742,17974212,0.8163,
SRX2563432,RNA-seq_TK_27c_15min,seedlings,TK,wild type,--,PRJNA374742,20389866,0.8358,
SRX2563433,RNA-seq_TK_27c_1hr,seedlings,TK,wild type,--,PRJNA374742,11209171,0.7996,
SRX2563434,RNA-seq_TK_27c_4hr,seedlings,TK,wild type,--,PRJNA374742,17528904,0.7472,
SRX2563435,RNA-seq_QK_17c_0min,seedlings,QK,hsfa1abde mutant,--,PRJNA374742,5987693,0.8068,
SRX2563436,RNA-seq_QK_17c_15min,seedlings,QK,hsfa1abde mutant,--,PRJNA374742,12932912,0.8156,
SRX2563437,RNA-seq_QK_17c_1hr,seedlings,QK,hsfa1abde mutant,--,PRJNA374742,11914407,0.788,
SRX2563438,RNA-seq_QK_17c_4hr,seedlings,QK,hsfa1abde mutant,--,PRJNA374742,7816689,0.783,
SRX2563439,RNA-seq_QK_27c_15min,seedlings,QK,hsfa1abde mutant,--,PRJNA374742,11781442,0.5277,
SRX2563440,RNA-seq_QK_27c_1hr,seedlings,QK,hsfa1abde mutant,--,PRJNA374742,14673970,0.8265,
SRX2563441,RNA-seq_QK_27c_4hr,seedlings,QK,hsfa1abde mutant,--,PRJNA374742,20604929,0.805,
SRX2598378,Col0_RNAseq_rep1,seedlings,Col-0,wild type,--,PRJNA377231,42564418,0.906,
SRX2598379,Col0_RNAseq_rep2,seedlings,Col-0,wild type,--,PRJNA377231,45299259,0.9104,
SRX2598380,Col0_RNAseq_rep3,seedlings,Col-0,wild type,--,PRJNA377231,38911500,0.9177,
SRX2598381,xrn3-8_RNAseq_rep1,seedlings,Col-0,xrn3-8,--,PRJNA377231,39068724,0.8926,
SRX2598382,xrn3-8_RNAseq_rep2,seedlings,Col-0,xrn3-8,--,PRJNA377231,52539580,0.9042,
SRX2598383,xrn3-8_RNAseq_rep3,seedlings,Col-0,xrn3-8,--,PRJNA377231,45496133,0.9125,
SRX2613507,ago1-36,seedlings,Col-0,ago1-36,--,PRJNA378128,53245139,0.1318,
SRX2613508,ago1-36,seedlings,Col-0,ago1-36,--,PRJNA378128,43857843,0.1378,
SRX2613509,WT,seedlings,Col-0,wild type,--,PRJNA378128,46366202,0.1542,
SRX2613510,WT,seedlings,Col-0,wild type,--,PRJNA378128,48104350,0.1659,
SRX2613511,"seedling, ago1-36, MeJA control",seedlings,Col-0,ago1-36,MeJA control,PRJNA378128,12748444,0.9282,
SRX2613512,"seedling, ago1-36, MeJA control",seedlings,Col-0,ago1-36,MeJA control,PRJNA378128,14859895,0.9204,
SRX2613513,"seedling, ago1-36, MeJA control",seedlings,Col-0,ago1-36,MeJA control,PRJNA378128,13598229,0.9297,
SRX2613514,"seedling, ago1-36, MeJA",seedlings,Col-0,ago1-36,MeJA,PRJNA378128,15161346,0.9515,
SRX2613515,"seedling, ago1-36, MeJA",seedlings,Col-0,ago1-36,MeJA,PRJNA378128,12652196,0.9234,
SRX2613516,"seedling, ago1-36, MeJA",seedlings,Col-0,ago1-36,MeJA,PRJNA378128,13944876,0.9194,
SRX2613517,"seedling, ago1-36, untreated",seedlings,Col-0,ago1-36,none,PRJNA378128,9060268,0.8158,
SRX2613518,"seedling, ago1-36, untreated",seedlings,Col-0,ago1-36,none,PRJNA378128,17168479,0.8045,
SRX2613519,RNAseq_WT_JAcontrol_rep1_mate1,seedlings,Col-0,wild type,Mock,PRJNA378128,13917721,0.9388,
SRX2613520,"seedling, WT, MeJA control",seedlings,Col-0,wild type,Mock,PRJNA378128,14587814,0.9143,
SRX2613521,"seedling, WT, MeJA control",seedlings,Col-0,wild type,Mock,PRJNA378128,13642998,0.9229,
SRX2613522,"seedling, WT, MeJA",seedlings,Col-0,wild type,MeJA,PRJNA378128,12418524,0.953,
SRX2613523,"seedling, WT, MeJA",seedlings,Col-0,wild type,MeJA,PRJNA378128,14440067,0.9267,
SRX2613524,"seedling, WT, MeJA",seedlings,Col-0,wild type,MeJA,PRJNA378128,13443196,0.9292,
SRX2613525,"seedling, WT, untreated",seedlings,Col-0,wild type,--,PRJNA378128,14479156,0.7997,
SRX2613526,"seedling, WT, untreated",seedlings,Col-0,wild type,--,PRJNA378128,12804286,0.8051,
SRX2628401,3-1-poly-38-HT-rep3,seedlings,Col-0,hot3-1 mutant,--,PRJNA339870,8077793,0.9553,
SRX2628402,3-1-poly-38-HT-rep2,seedlings,Col-0,hot3-1 mutant,--,PRJNA339870,8661463,0.9494,
SRX2628403,3-1-poly-38-HT-rep1,seedlings,Col-0,hot3-1 mutant,--,PRJNA339870,9681020,0.9514,
SRX2628404,3-1-total-38-HT-rep3,seedlings,Col-0,hot3-1 mutant,--,PRJNA339870,9191990,0.9429,
SRX2628405,3-1-total-38-HT-rep2,seedlings,Col-0,hot3-1 mutant,--,PRJNA339870,11449270,0.9394,
SRX2628406,3-1-total-38-HT-rep1,seedlings,Col-0,hot3-1 mutant,--,PRJNA339870,12706173,0.9395,
SRX2628407,WT-poly-38-HT-rep3,seedlings,Col-0,wild type,heat,PRJNA339870,10208855,0.9539,
SRX2628408,WT-poly-38-HT-rep2,seedlings,Col-0,wild type,heat,PRJNA339870,11448833,0.9465,
SRX2628409,WT-poly-38-HT-rep1,seedlings,Col-0,wild type,heat,PRJNA339870,8987694,0.9547,
SRX2628410,WT-total-38-HT-rep3,seedlings,Col-0,wild type,heat,PRJNA339870,10407625,0.8817,
SRX2628411,WT-total-38-HT-rep2,seedlings,Col-0,wild type,heat,PRJNA339870,9510987,0.9489,
SRX2628412,WT-total-38-HT-rep1,seedlings,Col-0,wild type,heat,PRJNA339870,7938217,0.9484,
SRX2640694,RS2Z33_OX_REP3,seedlings,Col-0,35S:RS2Z33,--,PRJNA379206,171155058,0.5892,
SRX2640695,RS2Z33_OX_REP2,seedlings,Col-0,35S:RS2Z33,--,PRJNA379206,164726978,0.5762,
SRX2640696,RS2Z33_OX_REP1,seedlings,Col-0,35S:RS2Z33,--,PRJNA379206,150409053,0.6041,
SRX2640697,RS2Z33_OX_REP0,seedlings,Col-0,35S:RS2Z33,--,PRJNA379206,116780944,0.5745,
SRX2640698,RS2Z33_MUT_REP3,seedlings,Col-0,GABI_180D12,--,PRJNA379206,194444241,0.5979,
SRX2640699,RS2Z33_MUT_REP2,seedlings,Col-0,GABI_180D12,--,PRJNA379206,159270434,0.5766,
SRX2640700,RS2Z33_MUT_REP1,seedlings,Col-0,GABI_180D12,--,PRJNA379206,146539464,0.5613,
SRX2640701,RS2Z33_MUT_REP0,seedlings,Col-0,GABI_180D12,--,PRJNA379206,117261496,0.598,
SRX2640702,RS31_OX_REP3,seedlings,Col-0,35S:RS31,--,PRJNA379206,172627011,0.5549,
SRX2640703,RS31_OX_REP2,seedlings,Col-0,35S:RS31,--,PRJNA379206,179572088,0.5839,
SRX2640704,RS31_OX_REP1,seedlings,Col-0,35S:RS31,--,PRJNA379206,198427286,0.5478,
SRX2640705,RS31_OX_REP0,seedlings,Col-0,35S:RS31,--,PRJNA379206,110073351,0.5196,
SRX2640706,RS31_MUT_REP3,seedlings,Col-0,SALK_021332,--,PRJNA379206,147396413,0.5732,
SRX2640707,RS31_MUT_REP2,seedlings,Col-0,SALK_021332,--,PRJNA379206,181156834,0.5412,
SRX2640708,RS31_MUT_REP1,seedlings,Col-0,SALK_021332,--,PRJNA379206,201319678,0.5455,
SRX2640709,RS31_MUT_REP0,seedlings,Col-0,SALK_021332,--,PRJNA379206,115677022,0.5453,
SRX2640710,WT_REP3,seedlings,Col-0,wild type,--,PRJNA379206,173387281,0.4953,
SRX2640711,WT_REP2,seedlings,Col-0,wild type,--,PRJNA379206,194456275,0.5585,
SRX2640712,WT_REP1,seedlings,Col-0,wild type,--,PRJNA379206,167900858,0.538,
SRX2640713,WT_REP0,seedlings,Col-0,wild type,--,PRJNA379206,107568379,0.589,
SRX2641358,met1-3 mutant,seedlings,Col-0,--,--,PRJNA379224,35433495,0.7883,
SRX2641359,met1-3 mutant,seedlings,Col-0,--,--,PRJNA379224,54353478,0.8088,
SRX2641361,wild type control for met1-3,seedlings,Col-0,--,--,PRJNA379224,60705543,0.8119,
SRX2641362,wild type control for met1-3,seedlings,Col-0,--,--,PRJNA379224,57636441,0.8079,
SRX2641363,wild type control for met1-3,seedlings,Col-0,--,--,PRJNA379224,57415993,0.7906,
SRX264547,CntrlBR4,leaves,Col-0,--,--,PRJNA189788,23603349,0.912,
SRX264633,CntrlBR5,leaves,Col-0,--,--,PRJNA189788,30681501,0.9309,
SRX2658675,MPK6_MOCK_REP3,seedlings,Col-0,mpk6-2 : Salk_073907,--,PRJNA379910,54522951,0.4805,
SRX2658676,MPK6_MOCK_REP2,seedlings,Col-0,mpk6-2 : Salk_073907,--,PRJNA379910,58896530,0.4645,
SRX2658677,MPK6_MOCK_REP1,seedlings,Col-0,mpk6-2 : Salk_073907,--,PRJNA379910,50988072,0.4587,
SRX2658678,MPK6_FLG22_REP3,seedlings,Col-0,mpk6-2 : Salk_073907,--,PRJNA379910,47667902,0.455,
SRX2658679,MPK6_FLG22_REP2,seedlings,Col-0,mpk6-2 : Salk_073907,--,PRJNA379910,47072114,0.4842,
SRX2658680,MPK6_FLG22_REP1,seedlings,Col-0,mpk6-2 : Salk_073907,--,PRJNA379910,44250821,0.4822,
SRX2658681,MPK3_MOCK_REP3,seedlings,Col-0,mpk3-1 : Salk_151594,--,PRJNA379910,49235361,0.4849,
SRX2658682,MPK3_MOCK_REP2,seedlings,Col-0,mpk3-1 : Salk_151594,--,PRJNA379910,44322923,0.4914,
SRX2658683,MPK3_MOCK_REP1,seedlings,Col-0,mpk3-1 : Salk_151594,--,PRJNA379910,47835047,0.4665,
SRX2658684,MPK3_FLG22_REP3,seedlings,Col-0,mpk3-1 : Salk_151594,--,PRJNA379910,42680398,0.4367,
SRX2658685,MPK3_FLG22_REP2,seedlings,Col-0,mpk3-1 : Salk_151594,--,PRJNA379910,39452757,0.4568,
SRX2658686,MPK3_FLG22_REP1,seedlings,Col-0,mpk3-1 : Salk_151594,--,PRJNA379910,37482831,0.4893,
SRX2658687,MPK4_MOCK_REP3,seedlings,Col-0,mpk4-2 : Salk_056245,--,PRJNA379910,48279095,0.4794,
SRX2658688,MPK4_MOCK_REP2,seedlings,Col-0,mpk4-2 : Salk_056245,--,PRJNA379910,55460868,0.4437,
SRX2658689,MPK4_MOCK_REP1,seedlings,Col-0,mpk4-2 : Salk_056245,--,PRJNA379910,54724677,0.4482,
